"set","plate","well","tp","sheet","od_wave","od","substrate","sample","evolved","population"
"set_1","1","C_4","T4","Sheet1",600,0.064,"l-phenylalanine","1","with_community","wt-b1"
"set_1","1","B_1","T4","Sheet1",600,0.573,"pyruvic acid methyl ester","1","with_community","wt-b1"
"set_1","1","E_4","T2","Sheet1",600,0.074,"l-threonine","1","with_community","wt-b1"
"set_1","1","B_4","T5","Sheet1",590,1.673,"l-asparagine","1","with_community","wt-b1"
"set_1","1","F_3","T1","Sheet1",600,0.048,"itaconic acid","1","with_community","wt-b1"
"set_1","1","G_3","T6","Sheet1",600,0.094,"alpha-keto butyric acid","1","with_community","wt-b1"
"set_1","10","B_2","T5","Sheet1",590,0.387,"d-xylose","28","without_community","wt-1"
"set_1","10","H_3","T5","Sheet1",600,0.092,"d-malic-acid","28","without_community","wt-1"
"set_1","10","G_4","T4","Sheet1",600,0.053,"phenylethyl-amine","28","without_community","wt-1"
"set_1","10","D_1","T4","Sheet1",590,0.204,"tween 80","28","without_community","wt-1"
"set_1","10","B_3","T6","Sheet1",590,1.98,"d-galacturonic acid","28","without_community","wt-1"
"set_1","10","C_1","T6","Sheet1",590,0.101,"tween 40","28","without_community","wt-1"
"set_1","10","D_3","T6","Sheet1",590,1.112,"4-hydroxy benzoic acid","28","without_community","wt-1"
"set_1","10","G_2","T3","Sheet1",600,0.058,"glucose-1-phosphate","28","without_community","wt-1"
"set_1","10","G_1","T4","Sheet1",600,0.06,"d-cellobiose","28","without_community","wt-1"
"set_1","10","B_3","T6","Sheet1",600,1.849,"d-galacturonic acid","28","without_community","wt-1"
"set_1","10","G_3","T2","Sheet1",600,0.048,"alpha-keto butyric acid","28","without_community","wt-1"
"set_1","10","A_4","T6","Sheet1",600,0.882,"l-arginine","28","without_community","wt-1"
"set_1","10","D_1","T6","Sheet1",600,0.178,"tween 80","28","without_community","wt-1"
"set_1","10","C_3","T5","Sheet1",600,0.043,"2-hydroxy benzoic acis","28","without_community","wt-1"
"set_1","10","H_2","T1","Sheet1",600,0.075,"dml-alpha-glycerol phosphate","28","without_community","wt-1"
"set_1","10","E_4","T1","Sheet1",600,0.054,"l-threonine","28","without_community","wt-1"
"set_1","10","B_4","T1","Sheet1",600,0.067,"l-asparagine","28","without_community","wt-1"
"set_1","10","E_4","T5","Sheet1",600,0.059,"l-threonine","28","without_community","wt-1"
"set_1","10","D_4","T6","Sheet1",600,1.369,"l-serine","28","without_community","wt-1"
"set_1","10","D_1","T4","Sheet1",600,0.192,"tween 80","28","without_community","wt-1"
"set_1","10","D_1","T5","Sheet1",590,0.204,"tween 80","28","without_community","wt-1"
"set_1","10","C_1","T5","Sheet1",600,0.106,"tween 40","28","without_community","wt-1"
"set_1","10","C_1","T6","Sheet1",600,0.099,"tween 40","28","without_community","wt-1"
"set_1","10","G_3","T4","Sheet1",590,0.049,"alpha-keto butyric acid","28","without_community","wt-1"
"set_1","10","F_1","T4","Sheet1",590,0.077,"glycogen","28","without_community","wt-1"
"set_1","10","F_2","T6","Sheet1",600,0.78,"d-glucosaminic acid","28","without_community","wt-1"
"set_1","10","E_3","T5","Sheet1",590,1.129,"gamma-amino butyric acid","28","without_community","wt-1"
"set_1","10","D_4","T4","Sheet1",600,0.871,"l-serine","28","without_community","wt-1"
"set_1","10","E_2","T2","Sheet1",600,0.114,"n-acetyl-d-glucosamine","28","without_community","wt-1"
"set_1","10","A_3","T3","Sheet1",600,0.75,"d-galactonic cis-gamma-lactone","28","without_community","wt-1"
"set_1","10","B_2","T3","Sheet1",600,0.256,"d-xylose","28","without_community","wt-1"
"set_1","10","B_1","T4","Sheet1",600,0.841,"pyruvic acid methyl ester","28","without_community","wt-1"
"set_1","10","E_1","T6","Sheet1",590,0.048,"alpha-cyclodextrin","28","without_community","wt-1"
"set_1","10","C_1","T5","Sheet1",590,0.11,"tween 40","28","without_community","wt-1"
"set_1","10","B_2","T4","Sheet1",590,0.492,"d-xylose","28","without_community","wt-1"
"set_1","10","D_4","T2","Sheet1",600,0.173,"l-serine","28","without_community","wt-1"
"set_1","10","A_1","T6","Sheet1",600,0.054,"water","28","without_community","wt-1"
"set_1","10","D_1","T1","Sheet1",600,0.073,"tween 80","28","without_community","wt-1"
"set_1","10","A_2","T5","Sheet1",590,0.055,"beta-methyl-d-glucoside","28","without_community","wt-1"
"set_1","10","F_4","T1","Sheet1",600,0.066,"glycyl-l-glutamic acid","28","without_community","wt-1"
"set_1","10","H_1","T3","Sheet1",600,0.067,"alpha-d-lactose","28","without_community","wt-1"
"set_1","10","H_3","T4","Sheet1",590,0.092,"d-malic-acid","28","without_community","wt-1"
"set_1","10","D_2","T2","Sheet1",600,0.615,"d-mannitol","28","without_community","wt-1"
"set_1","10","H_2","T3","Sheet1",600,0.411,"dml-alpha-glycerol phosphate","28","without_community","wt-1"
"set_1","10","C_4","T6","Sheet1",590,0.047,"l-phenylalanine","28","without_community","wt-1"
"set_1","10","G_2","T5","Sheet1",590,0.056,"glucose-1-phosphate","28","without_community","wt-1"
"set_1","10","B_3","T4","Sheet1",590,1.923,"d-galacturonic acid","28","without_community","wt-1"
"set_1","10","C_4","T4","Sheet1",590,0.056,"l-phenylalanine","28","without_community","wt-1"
"set_1","10","G_2","T6","Sheet1",600,0.052,"glucose-1-phosphate","28","without_community","wt-1"
"set_1","10","D_3","T4","Sheet1",600,0.776,"4-hydroxy benzoic acid","28","without_community","wt-1"
"set_1","10","C_2","T4","Sheet1",590,0.061,"i-erythritol","28","without_community","wt-1"
"set_1","10","F_4","T2","Sheet1",600,0.087,"glycyl-l-glutamic acid","28","without_community","wt-1"
"set_1","10","C_2","T4","Sheet1",600,0.06,"i-erythritol","28","without_community","wt-1"
"set_1","10","B_1","T4","Sheet1",590,0.927,"pyruvic acid methyl ester","28","without_community","wt-1"
"set_1","10","G_2","T2","Sheet1",600,0.063,"glucose-1-phosphate","28","without_community","wt-1"
"set_1","10","A_4","T2","Sheet1",600,0.214,"l-arginine","28","without_community","wt-1"
"set_1","10","B_1","T5","Sheet1",600,0.852,"pyruvic acid methyl ester","28","without_community","wt-1"
"set_1","10","E_2","T5","Sheet1",600,0.362,"n-acetyl-d-glucosamine","28","without_community","wt-1"
"set_1","10","C_3","T6","Sheet1",600,0.043,"2-hydroxy benzoic acis","28","without_community","wt-1"
"set_1","10","H_1","T4","Sheet1",590,0.069,"alpha-d-lactose","28","without_community","wt-1"
"set_1","10","F_3","T3","Sheet1",600,0.459,"itaconic acid","28","without_community","wt-1"
"set_1","10","G_1","T2","Sheet1",600,0.07,"d-cellobiose","28","without_community","wt-1"
"set_1","10","F_3","T5","Sheet1",600,0.685,"itaconic acid","28","without_community","wt-1"
"set_1","10","H_3","T1","Sheet1",600,0.055,"d-malic-acid","28","without_community","wt-1"
"set_1","10","H_3","T5","Sheet1",590,0.093,"d-malic-acid","28","without_community","wt-1"
"set_1","10","B_4","T5","Sheet1",600,2.005,"l-asparagine","28","without_community","wt-1"
"set_1","10","A_1","T5","Sheet1",600,0.056,"water","28","without_community","wt-1"
"set_1","10","H_4","T5","Sheet1",600,0.368,"putrescine","28","without_community","wt-1"
"set_1","10","F_3","T4","Sheet1",600,0.679,"itaconic acid","28","without_community","wt-1"
"set_1","10","F_4","T6","Sheet1",600,0.373,"glycyl-l-glutamic acid","28","without_community","wt-1"
"set_1","10","G_3","T6","Sheet1",590,0.048,"alpha-keto butyric acid","28","without_community","wt-1"
"set_1","10","D_2","T4","Sheet1",600,1.105,"d-mannitol","28","without_community","wt-1"
"set_1","10","H_1","T4","Sheet1",600,0.068,"alpha-d-lactose","28","without_community","wt-1"
"set_1","10","B_2","T4","Sheet1",600,0.443,"d-xylose","28","without_community","wt-1"
"set_1","10","E_2","T4","Sheet1",590,0.413,"n-acetyl-d-glucosamine","28","without_community","wt-1"
"set_1","10","A_2","T4","Sheet1",600,0.06,"beta-methyl-d-glucoside","28","without_community","wt-1"
"set_1","10","D_2","T5","Sheet1",590,1.071,"d-mannitol","28","without_community","wt-1"
"set_1","10","H_2","T4","Sheet1",590,0.465,"dml-alpha-glycerol phosphate","28","without_community","wt-1"
"set_1","10","H_2","T5","Sheet1",590,0.409,"dml-alpha-glycerol phosphate","28","without_community","wt-1"
"set_1","10","E_3","T2","Sheet1",600,0.476,"gamma-amino butyric acid","28","without_community","wt-1"
"set_1","10","A_4","T6","Sheet1",590,0.894,"l-arginine","28","without_community","wt-1"
"set_1","10","D_4","T1","Sheet1",600,0.059,"l-serine","28","without_community","wt-1"
"set_1","10","G_2","T4","Sheet1",590,0.055,"glucose-1-phosphate","28","without_community","wt-1"
"set_1","10","D_3","T2","Sheet1",600,0.315,"4-hydroxy benzoic acid","28","without_community","wt-1"
"set_1","10","A_1","T6","Sheet1",590,0.054,"water","28","without_community","wt-1"
"set_1","10","C_3","T1","Sheet1",600,0.043,"2-hydroxy benzoic acis","28","without_community","wt-1"
"set_1","10","D_3","T5","Sheet1",590,0.8,"4-hydroxy benzoic acid","28","without_community","wt-1"
"set_1","10","E_4","T4","Sheet1",590,0.065,"l-threonine","28","without_community","wt-1"
"set_1","10","G_4","T6","Sheet1",590,0.048,"phenylethyl-amine","28","without_community","wt-1"
"set_1","10","B_1","T6","Sheet1",600,1.058,"pyruvic acid methyl ester","28","without_community","wt-1"
"set_1","10","G_3","T6","Sheet1",600,0.048,"alpha-keto butyric acid","28","without_community","wt-1"
"set_1","10","A_4","T4","Sheet1",590,0.657,"l-arginine","28","without_community","wt-1"
"set_1","10","F_2","T6","Sheet1",590,0.79,"d-glucosaminic acid","28","without_community","wt-1"
"set_1","10","E_1","T4","Sheet1",600,0.055,"alpha-cyclodextrin","28","without_community","wt-1"
"set_1","10","H_2","T4","Sheet1",600,0.445,"dml-alpha-glycerol phosphate","28","without_community","wt-1"
"set_1","10","B_3","T5","Sheet1",590,1.897,"d-galacturonic acid","28","without_community","wt-1"
"set_1","10","B_4","T4","Sheet1",590,2.063,"l-asparagine","28","without_community","wt-1"
"set_1","10","A_4","T5","Sheet1",590,0.67,"l-arginine","28","without_community","wt-1"
"set_1","10","A_2","T6","Sheet1",590,0.054,"beta-methyl-d-glucoside","28","without_community","wt-1"
"set_1","10","F_3","T2","Sheet1",600,0.283,"itaconic acid","28","without_community","wt-1"
"set_1","10","H_1","T5","Sheet1",590,0.066,"alpha-d-lactose","28","without_community","wt-1"
"set_1","10","G_3","T3","Sheet1",600,0.047,"alpha-keto butyric acid","28","without_community","wt-1"
"set_1","10","G_3","T1","Sheet1",600,0.045,"alpha-keto butyric acid","28","without_community","wt-1"
"set_1","10","C_1","T4","Sheet1",590,0.115,"tween 40","28","without_community","wt-1"
"set_1","10","H_1","T6","Sheet1",590,0.066,"alpha-d-lactose","28","without_community","wt-1"
"set_1","10","A_1","T2","Sheet1",600,0.059,"water","28","without_community","wt-1"
"set_1","10","A_2","T6","Sheet1",600,0.055,"beta-methyl-d-glucoside","28","without_community","wt-1"
"set_1","10","G_4","T6","Sheet1",600,0.048,"phenylethyl-amine","28","without_community","wt-1"
"set_1","10","D_2","T6","Sheet1",590,1.26,"d-mannitol","28","without_community","wt-1"
"set_1","10","H_4","T5","Sheet1",590,0.361,"putrescine","28","without_community","wt-1"
"set_1","10","H_1","T6","Sheet1",600,0.066,"alpha-d-lactose","28","without_community","wt-1"
"set_1","10","E_4","T6","Sheet1",590,0.056,"l-threonine","28","without_community","wt-1"
"set_1","10","E_3","T3","Sheet1",600,0.593,"gamma-amino butyric acid","28","without_community","wt-1"
"set_1","10","B_1","T2","Sheet1",600,0.305,"pyruvic acid methyl ester","28","without_community","wt-1"
"set_1","10","F_1","T6","Sheet1",590,0.067,"glycogen","28","without_community","wt-1"
"set_1","10","H_3","T6","Sheet1",600,0.097,"d-malic-acid","28","without_community","wt-1"
"set_1","10","E_2","T3","Sheet1",600,0.195,"n-acetyl-d-glucosamine","28","without_community","wt-1"
"set_1","10","E_2","T6","Sheet1",600,0.459,"n-acetyl-d-glucosamine","28","without_community","wt-1"
"set_1","10","B_2","T6","Sheet1",600,0.465,"d-xylose","28","without_community","wt-1"
"set_1","10","C_3","T5","Sheet1",590,0.043,"2-hydroxy benzoic acis","28","without_community","wt-1"
"set_1","10","B_3","T3","Sheet1",600,1.39,"d-galacturonic acid","28","without_community","wt-1"
"set_1","10","C_1","T1","Sheet1",600,0.064,"tween 40","28","without_community","wt-1"
"set_1","10","A_2","T2","Sheet1",600,0.061,"beta-methyl-d-glucoside","28","without_community","wt-1"
"set_1","10","E_4","T4","Sheet1",600,0.064,"l-threonine","28","without_community","wt-1"
"set_1","10","F_3","T5","Sheet1",590,0.683,"itaconic acid","28","without_community","wt-1"
"set_1","10","E_1","T3","Sheet1",600,0.058,"alpha-cyclodextrin","28","without_community","wt-1"
"set_1","10","F_4","T4","Sheet1",600,0.218,"glycyl-l-glutamic acid","28","without_community","wt-1"
"set_1","10","F_2","T4","Sheet1",600,0.716,"d-glucosaminic acid","28","without_community","wt-1"
"set_1","10","C_3","T2","Sheet1",600,0.043,"2-hydroxy benzoic acis","28","without_community","wt-1"
"set_1","10","G_2","T1","Sheet1",600,0.065,"glucose-1-phosphate","28","without_community","wt-1"
"set_1","10","F_1","T6","Sheet1",600,0.066,"glycogen","28","without_community","wt-1"
"set_1","10","F_4","T5","Sheet1",590,0.182,"glycyl-l-glutamic acid","28","without_community","wt-1"
"set_1","10","A_1","T5","Sheet1",590,0.057,"water","28","without_community","wt-1"
"set_1","10","A_2","T5","Sheet1",600,0.055,"beta-methyl-d-glucoside","28","without_community","wt-1"
"set_1","10","F_4","T4","Sheet1",590,0.218,"glycyl-l-glutamic acid","28","without_community","wt-1"
"set_1","10","H_4","T6","Sheet1",590,0.544,"putrescine","28","without_community","wt-1"
"set_1","10","F_3","T4","Sheet1",590,0.708,"itaconic acid","28","without_community","wt-1"
"set_1","10","E_4","T5","Sheet1",590,0.06,"l-threonine","28","without_community","wt-1"
"set_1","10","E_3","T6","Sheet1",600,1.508,"gamma-amino butyric acid","28","without_community","wt-1"
"set_1","10","E_1","T5","Sheet1",600,0.05,"alpha-cyclodextrin","28","without_community","wt-1"
"set_1","10","A_3","T1","Sheet1",600,0.06,"d-galactonic cis-gamma-lactone","28","without_community","wt-1"
"set_1","10","H_4","T4","Sheet1",590,0.347,"putrescine","28","without_community","wt-1"
"set_1","10","E_4","T3","Sheet1",600,0.062,"l-threonine","28","without_community","wt-1"
"set_1","10","D_1","T6","Sheet1",590,0.187,"tween 80","28","without_community","wt-1"
"set_1","10","A_1","T1","Sheet1",600,0.064,"water","28","without_community","wt-1"
"set_1","10","F_1","T5","Sheet1",590,0.074,"glycogen","28","without_community","wt-1"
"set_1","10","F_1","T4","Sheet1",600,0.076,"glycogen","28","without_community","wt-1"
"set_1","10","G_1","T4","Sheet1",590,0.062,"d-cellobiose","28","without_community","wt-1"
"set_1","10","A_4","T1","Sheet1",600,0.059,"l-arginine","28","without_community","wt-1"
"set_1","10","E_3","T4","Sheet1",590,1.055,"gamma-amino butyric acid","28","without_community","wt-1"
"set_1","10","H_2","T5","Sheet1",600,0.398,"dml-alpha-glycerol phosphate","28","without_community","wt-1"
"set_1","10","A_4","T4","Sheet1",600,0.651,"l-arginine","28","without_community","wt-1"
"set_1","10","C_1","T3","Sheet1",600,0.105,"tween 40","28","without_community","wt-1"
"set_1","10","C_1","T4","Sheet1",600,0.11,"tween 40","28","without_community","wt-1"
"set_1","10","C_2","T6","Sheet1",590,0.058,"i-erythritol","28","without_community","wt-1"
"set_1","10","B_4","T2","Sheet1",600,0.828,"l-asparagine","28","without_community","wt-1"
"set_1","10","C_4","T6","Sheet1",600,0.047,"l-phenylalanine","28","without_community","wt-1"
"set_1","10","H_3","T4","Sheet1",600,0.089,"d-malic-acid","28","without_community","wt-1"
"set_1","10","D_4","T6","Sheet1",590,1.457,"l-serine","28","without_community","wt-1"
"set_1","10","E_3","T5","Sheet1",600,1.109,"gamma-amino butyric acid","28","without_community","wt-1"
"set_1","10","F_1","T5","Sheet1",600,0.072,"glycogen","28","without_community","wt-1"
"set_1","10","G_3","T4","Sheet1",600,0.048,"alpha-keto butyric acid","28","without_community","wt-1"
"set_1","10","F_4","T6","Sheet1",590,0.385,"glycyl-l-glutamic acid","28","without_community","wt-1"
"set_1","10","C_4","T1","Sheet1",600,0.055,"l-phenylalanine","28","without_community","wt-1"
"set_1","10","E_1","T5","Sheet1",590,0.05,"alpha-cyclodextrin","28","without_community","wt-1"
"set_1","10","D_4","T5","Sheet1",600,1.011,"l-serine","28","without_community","wt-1"
"set_1","10","A_2","T4","Sheet1",590,0.06,"beta-methyl-d-glucoside","28","without_community","wt-1"
"set_1","10","E_1","T2","Sheet1",600,0.058,"alpha-cyclodextrin","28","without_community","wt-1"
"set_1","10","D_4","T5","Sheet1",590,1.036,"l-serine","28","without_community","wt-1"
"set_1","10","D_2","T6","Sheet1",600,1.207,"d-mannitol","28","without_community","wt-1"
"set_1","10","D_2","T5","Sheet1",600,1.041,"d-mannitol","28","without_community","wt-1"
"set_1","10","D_2","T3","Sheet1",600,0.772,"d-mannitol","28","without_community","wt-1"
"set_1","10","F_2","T3","Sheet1",600,0.453,"d-glucosaminic acid","28","without_community","wt-1"
"set_1","10","H_4","T4","Sheet1",600,0.334,"putrescine","28","without_community","wt-1"
"set_1","10","C_4","T5","Sheet1",590,0.053,"l-phenylalanine","28","without_community","wt-1"
"set_1","10","D_1","T2","Sheet1",600,0.149,"tween 80","28","without_community","wt-1"
"set_1","10","D_3","T1","Sheet1",600,0.048,"4-hydroxy benzoic acid","28","without_community","wt-1"
"set_1","10","A_3","T4","Sheet1",600,1.16,"d-galactonic cis-gamma-lactone","28","without_community","wt-1"
"set_1","10","G_4","T1","Sheet1",600,0.05,"phenylethyl-amine","28","without_community","wt-1"
"set_1","10","A_3","T4","Sheet1",590,1.234,"d-galactonic cis-gamma-lactone","28","without_community","wt-1"
"set_1","10","C_2","T6","Sheet1",600,0.057,"i-erythritol","28","without_community","wt-1"
"set_1","10","H_2","T2","Sheet1",600,0.393,"dml-alpha-glycerol phosphate","28","without_community","wt-1"
"set_1","10","B_2","T6","Sheet1",590,0.514,"d-xylose","28","without_community","wt-1"
"set_1","10","B_3","T2","Sheet1",600,0.916,"d-galacturonic acid","28","without_community","wt-1"
"set_1","10","B_4","T6","Sheet1",600,2.179,"l-asparagine","28","without_community","wt-1"
"set_1","10","B_3","T4","Sheet1",600,1.871,"d-galacturonic acid","28","without_community","wt-1"
"set_1","10","C_3","T6","Sheet1",590,0.043,"2-hydroxy benzoic acis","28","without_community","wt-1"
"set_1","10","G_1","T1","Sheet1",600,0.067,"d-cellobiose","28","without_community","wt-1"
"set_1","10","F_4","T5","Sheet1",600,0.18,"glycyl-l-glutamic acid","28","without_community","wt-1"
"set_1","10","F_2","T5","Sheet1",590,0.723,"d-glucosaminic acid","28","without_community","wt-1"
"set_1","10","C_1","T2","Sheet1",600,0.103,"tween 40","28","without_community","wt-1"
"set_1","10","C_3","T4","Sheet1",600,0.043,"2-hydroxy benzoic acis","28","without_community","wt-1"
"set_1","10","C_2","T2","Sheet1",600,0.062,"i-erythritol","28","without_community","wt-1"
"set_1","10","C_2","T1","Sheet1",600,0.064,"i-erythritol","28","without_community","wt-1"
"set_1","10","C_3","T4","Sheet1",590,0.043,"2-hydroxy benzoic acis","28","without_community","wt-1"
"set_1","10","G_2","T6","Sheet1",590,0.052,"glucose-1-phosphate","28","without_community","wt-1"
"set_1","10","A_3","T6","Sheet1",600,1.262,"d-galactonic cis-gamma-lactone","28","without_community","wt-1"
"set_1","10","G_2","T5","Sheet1",600,0.055,"glucose-1-phosphate","28","without_community","wt-1"
"set_1","10","A_4","T3","Sheet1",600,0.355,"l-arginine","28","without_community","wt-1"
"set_1","10","A_3","T5","Sheet1",600,1.19,"d-galactonic cis-gamma-lactone","28","without_community","wt-1"
"set_1","10","D_3","T6","Sheet1",600,1.086,"4-hydroxy benzoic acid","28","without_community","wt-1"
"set_1","10","C_4","T2","Sheet1",600,0.059,"l-phenylalanine","28","without_community","wt-1"
"set_1","10","F_4","T3","Sheet1",600,0.097,"glycyl-l-glutamic acid","28","without_community","wt-1"
